e_code,name,max_level,unit,category,note
E 962,Salt of aspartame-acesulfame,25,mg/l,beer and malt beverages,Limits are expressed as acesulfame K equivalent
E 160b(ii),Annatto norbixin,20,mg/kg,jam jellies and marmalades and similar products,"When E 160b(i) (Annatto bixin) and E 160b(ii) (Annatto norbixin) are added in combination, the higher individual maximum level applies to the sum, but the individual maximum levels shall not be exceeded."
E 961,Neotame,32,mg/kg,desserts excluding products covered in category 1 3 and 4,
E 957,Thaumatin,5,mg/kg,desserts excluding products covered in category 1 3 and 4,
E 104,Quinoline Yellow,10,mg/l,flavoured drinks,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 160c,"Paprika extract, capsanthin, capsorubin",10,mg/kg,non-heat-treated processed meat,
E 124,"Ponceau 4R, Cochineal Red A",10,mg/kg,chewing gum,Maximum limit for aluminium coming from all aluminium lakes 300 mg/kg For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 220 - 228,Sulphur dioxide - sulphites,10,mg/kg,sugars and syrups as defined by directive 2001/111/ec,"Maximum levels are expressed as SO<sub>2</sub>&nbsp;and relate to the total quantity, available from all sources, an SO<sub>2</sub> content of not more than 10 mg/kg or 10 mg/l is not considered to be present"
E 124,"Ponceau 4R, Cochineal Red A",5,mg/l,flavoured fermented milk products including heat-treated products,Maximum limit for aluminium coming from all aluminium lakes 15 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 957,Thaumatin,5,mg/kg,desserts excluding products covered in category 1 3 and 4,
E 160d,Lycopene,30,mg/l,flavoured fermented milk products including heat-treated products,
E 969,Advantame,5,mg/kg,potato- cereal- flour- or starch-based snacks,
E 124,"Ponceau 4R, Cochineal Red A",5,mg/kg,other creams,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 104,Quinoline Yellow,10,mg/l,food supplements supplied in a liquid form,Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 961,Neotame,2,mg/kg,sauces,
E 124,"Ponceau 4R, Cochineal Red A",5,mg/kg,other creams,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 959,Neohesperidine DC,30,mg/kg,processed fish and fisheries products,
E 900,Dimethyl polysiloxane,10,mg/kg,jam jellies and marmalades and similar products,
E 104,Quinoline Yellow,30,mg/kg,fruit and vegetable preparations excluding compote,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 301,Sodium ascorbate,1,mg/l,follow-on formulae as defined by directive 2006/141/ec,
E 104,Quinoline Yellow,10,mg/l,food supplements supplied in a liquid form,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 124,"Ponceau 4R, Cochineal Red A",10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 110,Sunset Yellow FCF/Orange Yellow S,5,mg/kg,desserts excluding products covered in category 1 3 and 4,Maximum limit for aluminium coming from all aluminium lakes 15 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 124,"Ponceau 4R, Cochineal Red A",35,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,","The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 160d,Lycopene,30,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",
E 104,Quinoline Yellow,10,mg/l,flavoured drinks,Maximum limit for aluminium coming from all aluminium lakes 15 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 969,Advantame,10,mg/kg,dietary foods for special medical purposes,
E 110,Sunset Yellow FCF/Orange Yellow S,35,mg/kg,batters,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 900,Dimethyl polysiloxane,10,mg/kg,batters,
E 110,Sunset Yellow FCF/Orange Yellow S,35,mg/kg,decorations coatings and fillings,Maximum limit for aluminium coming from all aluminium lakes 300 mg/kg For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 124,"Ponceau 4R, Cochineal Red A",10,,desserts excluding products covered in category 1 3 and 4,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 961,Neotame,32,mg/kg,desserts excluding products covered in category 1 3 and 4,
E 104,Quinoline Yellow,10,mg/kg,dietary foods for weight control diets,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 160d,Lycopene,30,mg/kg,edible cheese rind,
E 961,Neotame,32,mg/l,flavoured fermented milk products including heat-treated products,
E 392,Extracts of rosemary,15,mg/kg,non-heat-treated processed meat,As the sum of carnosol and carnosic acid
E 969,Advantame,20,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",
E 959,Neohesperidine DC,30,mg/l,Other alcoholic beverages including mixtures of alcoholic beverages with non-alcoholic  beverages and other alcoholic beverages based on distilled alcohol with alcoholic strength by  volume less than 15 %,
E 129,Allura Red AC,25,mg/kg,heat-treated processed meat,
E 104,Quinoline Yellow,10,mg/kg,casings and coatings and decorations for meat,"Maximum limit for aluminium coming from aluminium lakes of E 120 cochineal, carminic acid, carmines 10 mg/kg. No other aluminium lakes may be used. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013"
E 104,Quinoline Yellow,10,mg/kg,dietary foods for special medical purposes,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 900,Dimethyl polysiloxane,10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",Maximum level applies to the dissolved food supplement ready for consumption when diluted with 200 ml of water
E 124,"Ponceau 4R, Cochineal Red A",10,mg/l,flavoured drinks,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 306,Tocopherol-rich extract,10,mg/kg,infant formulae as defined by directive 2006/141/ec,"E 306, E 307, E 308 and E 309 are authorised individually or in combination"
E 160b(ii),Annatto norbixin,35,mg/kg,ripened cheese,"When E 160b(i) (Annatto bixin) and E 160b(ii) (Annatto norbixin) are added in combination, the higher individual maximum level applies to the sum, but the individual maximum levels shall not be exceeded."
E 961,Neotame,2,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",
E 900,Dimethyl polysiloxane,10,mg/kg,canned or bottled fruit and vegetables,
E 955,Sucralose,45,mg/kg,soups and broths,
E 554,Sodium aluminium silicate,20,mg/kg,salt,Expressed as aluminium
E 160d,Lycopene,30,mg/kg,casings and coatings and decorations for meat,
E 104,Quinoline Yellow,10,mg/kg,mustard,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 160d,Lycopene,10,mg/kg,jam jellies and marmalades and similar products,"Maximum individually or in combination with E 120, E 142, E 160d and E 161b"
E 110,Sunset Yellow FCF/Orange Yellow S,15,mg/kg,non-heat-treated processed meat,
E 950,Acesulfame K,25,mg/l,beer and malt beverages,Maximum usable levels are expressed in free imide
E 124,"Ponceau 4R, Cochineal Red A",10,mg/kg,dietary foods for special medical purposes,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 160b(ii),Annatto norbixin,15,mg/kg,ripened cheese,"When E 160b(i) (Annatto bixin) and E 160b(ii) (Annatto norbixin) are added in combination, the higher individual maximum level applies to the sum, but the individual maximum levels shall not be exceeded."
E 432 - 436,Polysorbates,10,mg/kg,Other alcoholic beverages including mixtures of alcoholic beverages with non-alcoholic  beverages and other alcoholic beverages based on distilled alcohol with alcoholic strength by  volume less than 15 %,The additives may be added individually or in combination
E 392,Extracts of rosemary,15,mg/kg,non-heat-treated processed meat,Expressed on fat basis
E 110,Sunset Yellow FCF/Orange Yellow S,10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 110,Sunset Yellow FCF/Orange Yellow S,5,mg/l,flavoured fermented milk products including heat-treated products,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 104,Quinoline Yellow,25,mg/l,fruit wine and made wine,The total quantity of E 104 and E 110 and the colours in Group III shall not exceed the maximum listed for Group III
E 104,Quinoline Yellow,10,mg/l,flavoured fermented milk products including heat-treated products,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 301,Sodium ascorbate,1,mg/l,follow-on formulae as defined by directive 2006/141/ec,
E 220 - 228,Sulphur dioxide - sulphites,10,mg/kg,entire fresh fruit and vegetables,"Maximum levels are expressed as SO<sub>2</sub>&nbsp;and relate to the total quantity, available from all sources, an SO<sub>2</sub> content of not more than 10 mg/kg or 10 mg/l is not considered to be present"
E 110,Sunset Yellow FCF/Orange Yellow S,10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,","The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 124,"Ponceau 4R, Cochineal Red A",10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 110,Sunset Yellow FCF/Orange Yellow S,5,mg/kg,other creams,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 969,Advantame,20,mg/kg,other confectionery including breath freshening microsweets,
E 110,Sunset Yellow FCF/Orange Yellow S,35,mg/kg,casings and coatings and decorations for meat,"Maximum limit for aluminium coming from aluminium lakes of E 120 cochineal, carminic acid, carmines 10 mg/kg. No other aluminium lakes may be used. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013"
E 969,Advantame,3,mg/kg,fruit and vegetables in vinegar oil or brine,
E 957,Thaumatin,0,mg/l,flavoured drinks,
E 104,Quinoline Yellow,10,mg/kg,dietary foods for special medical purposes,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 124,"Ponceau 4R, Cochineal Red A",10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,","The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 104,Quinoline Yellow,30,mg/kg,chewing gum,Maximum limit for aluminium coming from all aluminium lakes 300 mg/kg For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 110,Sunset Yellow FCF/Orange Yellow S,35,mg/kg,decorations coatings and fillings,Maximum limit for aluminium coming from all aluminium lakes 300 mg/kg For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 959,Neohesperidine DC,30,mg/l,fruit nectars as defined by directive 2001/112,
E 961,Neotame,18,mg/kg,processed nuts,
E 104,Quinoline Yellow,10,mg/l,food supplements supplied in a liquid form,Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
